ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,sample,strain_names
GO:1902600,proton transmembrane transport,97,-0.51439205880039085,-1.67542748590681,4.5667488066096783e-4,0.00331226841154099,0.00203288374270132,816,"tags=33%, list=13%, signal=29%",852149/856421/853782/852601/852424/856027/851328/854231/856686/851342/855675/855752/852688/850727/854893/2732686/853585/851560/852327/851892/852684/856131/855842/854077/854305/854695/855857/851983/852876/856448/854027/853326,1736,trip4
GO:0007017,microtubule-based process,119,0.5245935015566671,1.6891119336485243,5.173222861905629e-4,0.00351818486152612,0.00215926365867401,626,"tags=20%, list=10%, signal=18%",853922/853928/853909/853958/853963/852099/850328/856577/850734/855948/854657/855634/856263/856530/855339/854370/856736/853252/855820/853773/852969/852819/853041/856648,1736,trip4
GO:0031137,regulation of conjugation with cellular fusion,79,-0.5552015460209649,-1.764695363575029,5.376628027581457e-4,0.00351818486152612,0.00215926365867401,710,"tags=25%, list=12%, signal=23%",850453/854183/850299/856240/851680/856862/855548/853581/854946/850330/856861/850730/853283/855780/851173/854797/850518/852851/855577/852072,1736,trip4
GO:0046999,regulation of conjugation,79,-0.5552015460209649,-1.764695363575029,5.376628027581457e-4,0.00351818486152612,0.00215926365867401,710,"tags=25%, list=12%, signal=23%",850453/854183/850299/856240/851680/856862/855548/853581/854946/850330/856861/850730/853283/855780/851173/854797/850518/852851/855577/852072,1736,trip4
GO:0019693,ribose phosphate metabolic process,129,-0.4767701015479502,-1.611343941212532,6.967325147483486e-4,0.00441508393556322,0.00270972978035091,1078,"tags=40%, list=18%, signal=33%",855248/851139/850370/851822/854986/852177/853567/851167/852144/851059/854310/855653/854529/856027/851812/852408/850614/854231/856925/851171/851342/854488/856529/852688/853705/853395/851541/854893/853585/851560/853452/854948/852327/851892/855501/855288/856131/853465/855383/851726/854077/854495/853798/855857/851983/855732/853169/850317/852128/855149/853326,1736,trip4
GO:0010035,response to inorganic substance,65,-0.5754795651187421,-1.7788925289743778,8.10128709013053e-4,0.0050278091012975,0.00308578596704917,451,"tags=22%, list=7%, signal=20%",851948/856506/856137/850799/851564/856399/854196/852423/852215/851751/852891/850385/852979/854104,1736,trip4
GO:2000243,positive regulation of reproductive process,88,-0.522442391742674,-1.6918348457519208,8.80190090111616e-4,0.00540688198211421,0.00331843954488912,710,"tags=22%, list=12%, signal=19%",850453/854183/850299/856240/851680/855548/853581/854946/856861/851733/850730/853283/855780/851173/854797/850518/852851/855577/852072,1736,trip4
GO:0044282,small molecule catabolic process,153,-0.4551264434666484,-1.594632474771273,9.483703440106216e-4,0.00565266284251875,0.00346928599007533,860,"tags=31%, list=14%, signal=27%",851376/852442/856245/851386/852291/850733/856728/855518/852874/850778/856112/855321/853854/852143/855618/853172/853878/853377/856079/852306/854706/851802/854090/854762/853559/854287/850608/852150/852902/852038/853613/851726/855009/853386/855250/854932/852679/853482/850295/853108/855447/850933/851974/856504/851987/855131/855291,1736,trip4
GO:0043902,positive regulation of multi-organism process,76,-0.552228612933134,-1.7487526300383565,0.00100373559384876,0.00592400811271528,0.00363582242973083,710,"tags=24%, list=12%, signal=21%",850453/854183/850299/856240/851680/855548/853581/854946/856861/850730/853283/855780/851173/854797/850518/852851/855577/852072,1736,trip4
GO:0000226,microtubule cytoskeleton organization,110,0.5277341283843235,1.694252760627832,0.00107814960087573,0.00630141805560381,0.00386745538995792,1088,"tags=28%, list=18%, signal=24%",853922/853928/853909/853958/853963/852099/850328/856577/850734/855948/854657/856263/856530/855339/854370/856736/853252/855820/853773/852819/853041/856648/853814/851957/852782/851250/856237/854915/855496/851029/851727,1736,trip4
GO:0071806,protein transmembrane transport,82,-0.5327408375438374,-1.7153318610819404,0.00114869638193908,0.00646275908343299,0.00396647742312463,1171,"tags=37%, list=19%, signal=30%",856006/856821/856011/850636/856517/853154/854185/856840/853298/854472/855507/852469/853503/852968/854210/855592/852586/852973/851720/853581/855243/853219/855751/851259/855654/853994/856252/851539/856357/855388,1736,trip4
GO:0000723,telomere maintenance,83,0.5637578918631099,1.7309483897902886,0.00120923179547703,0.0066785095493319,0.00409889290403129,1121,"tags=37%, list=18%, signal=31%",1500489/853910/850935/853197/855846/853811/856614/855377/850346/850702/852933/853255/854942/856940/851174/852578/853213/855228/852110/852713/854976/850995/852533/855471/856852/851655/850297/854198/855132/856827/855168,1736,trip4
GO:0060249,anatomical structure homeostasis,83,0.5637578918631099,1.7309483897902886,0.00120923179547703,0.0066785095493319,0.00409889290403129,1121,"tags=37%, list=18%, signal=31%",1500489/853910/850935/853197/855846/853811/856614/855377/850346/850702/852933/853255/854942/856940/851174/852578/853213/855228/852110/852713/854976/850995/852533/855471/856852/851655/850297/854198/855132/856827/855168,1736,trip4
GO:0007059,chromosome segregation,221,0.4525761968219637,1.562694275979695,0.00129439189070316,0.00695735641252949,0.00427003339884219,1278,"tags=34%, list=21%, signal=28%",853928/853909/853958/853963/850935/851197/851416/850328/853817/853523/855843/853535/851688/855636/853576/856089/856263/852794/852787/854370/856736/854156/851691/850977/853252/853100/854827/853773/855557/850775/854843/850540/854123/851739/852819/853041/856648/851561/851623/852809/850607/854662/855228/854436/853814/851957/850589/855067/854974/852180/854059/856083/853371/854240/853599/854143/855099/851099/854680/855897/854315/852955/850297/856237/854915/852395/853192/850344/856667/853010/853846/851925/854786/851994/851782/852547,1736,trip4
GO:2000113,negative regulation of cellular macromolecule biosynthetic process,365,0.3999323813823704,1.4437763331078706,0.00139603704299638,0.00739107909885322,0.00453622794841315,1477,"tags=39%, list=24%, signal=31%",853966/853889/853957/853938/856366/854249/853197/854931/853327/853523/856908/850449/3289591/854927/854675/853976/850347/855522/850638/851590/850744/851688/852184/853688/851889/850702/853904/850630/854448/850551/850523/851803/851762/854156/855965/850977/854020/855259/856518/854286/850793/854480/851220/853880/854106/855976/852743/852294/854999/852228/853369/852578/852607/851172/856904/852410/853836/852809/854937/852107/855920/851559/853271/852322/855482/855535/856219/855067/851813/855708/851928/854063/851457/855217/851214/853748/852050/856023/851699/853315/852839/854835/854213/854143/850995/856178/855626/851655/851115/854680/854747/852955/852582/850297/851905/852091/856382/854307/855132/856055/850822/855701/855316/854388/851753/855515/851840/856118/856351/852352/855656/851592/854404/853865/855092/853846/851135/851330/852399/852547/851671/856909/854036/852848/851365/854453/855648/852080/850445/855505/853334/851485/850920/854247/854161/855060/854656/856911/851488/856106/856309/852744,1736,trip4
GO:0000070,mitotic sister chromatid segregation,129,0.49382469244988,1.604896495483224,0.00139963956357021,0.00739107909885322,0.00453622794841315,1042,"tags=36%, list=17%, signal=30%",853928/853963/850935/851197/850328/853817/855843/853535/856089/856263/852794/852787/856736/854156/851691/850977/853252/853100/854827/853773/855557/850775/854843/850540/851739/853041/856648/851561/852809/854662/855228/854436/851957/850589/855067/854974/852180/856083/853371/854240/853599/855099/854315/850297/856237/854915,1736,trip4
GO:0061024,membrane organization,227,-0.4047919027057716,-1.4922132144998757,0.00181142673454305,0.00932033242901639,0.00572029495118859,1688,"tags=42%, list=28%, signal=31%",853563/851002/851996/851543/854153/856395/852785/852887/850619/854697/855783/852222/851096/853886/854440/851332/850789/853870/851314/851219/855087/856770/855705/851203/856262/855883/851261/852372/852406/854202/854335/850973/854734/854903/855271/850431/851359/853140/856006/851482/852261/853600/856693/851274/854131/850890/850654/852186/850686/855103/854253/856483/856393/851034/850300/851413/851014/853733/850532/854472/850367/852382/853093/852864/852483/851766/850453/852953/854210/855457/853082/856856/855592/852109/852200/854771/852973/850637/856021/855958/853543/850753/856131/853812/855654/852910/853716/855623/853815/856252/854214/855293/856272/856324/853766,1736,trip4
GO:0010558,negative regulation of macromolecule biosynthetic process,369,0.39896106483554983,1.4432524693639028,0.00196829945371156,0.00996760928831012,0.00611755702080233,1477,"tags=38%, list=24%, signal=31%",853966/853889/853957/853938/856366/854249/853197/854931/853327/853523/856908/850449/3289591/854927/854675/853976/850347/855522/850638/851590/850744/851688/852184/853688/851889/850702/853904/850630/854448/850551/850523/851803/851762/854156/855965/850977/854020/855259/856518/854286/850793/854480/851220/853880/854106/855976/852743/852294/854999/852228/853369/852578/852607/851172/856904/852410/853836/852809/854937/852107/855920/851559/853271/852322/855482/855535/856219/855067/851813/855708/851928/854063/851457/855217/851214/853748/852050/856023/851699/853315/852839/854835/854213/854143/850995/856178/855626/851655/851115/854680/854747/852955/852582/850297/851905/852091/856382/854307/855132/856055/850822/855701/855316/854388/851753/855515/851840/856118/856351/852352/855656/851592/854404/853865/855092/853846/851135/851330/852399/852547/851671/856909/854036/852848/851365/854453/855648/852080/850445/855505/853334/851485/850920/854247/854161/855060/854656/856911/851488/856106/856309/852744,1736,trip4
GO:0006913,nucleocytoplasmic transport,182,0.46203954266170666,1.553423322103556,0.00198689886145716,0.00996760928831012,0.00611755702080233,1005,"tags=29%, list=17%, signal=25%",853922/853967/853970/853969/853957/853714/852569/853537/853160/852972/854469/850414/855495/853535/855789/854657/852814/850346/856425/852794/850763/850551/855957/850625/852779/850796/854844/856228/853445/854940/851678/855837/856723/851497/852322/854436/855256/851565/852782/856251/852549/856012/853796/851442/853301/855728/855514/852229/854747/853202/854125/853016/856488,1736,trip4
GO:0051169,nuclear transport,182,0.46203954266170666,1.553423322103556,0.00198689886145716,0.00996760928831012,0.00611755702080233,1005,"tags=29%, list=17%, signal=25%",853922/853967/853970/853969/853957/853714/852569/853537/853160/852972/854469/850414/855495/853535/855789/854657/852814/850346/856425/852794/850763/850551/855957/850625/852779/850796/854844/856228/853445/854940/851678/855837/856723/851497/852322/854436/855256/851565/852782/856251/852549/856012/853796/851442/853301/855728/855514/852229/854747/853202/854125/853016/856488,1736,trip4
GO:0032543,mitochondrial translation,140,-0.4580335487815409,-1.5823978179827307,0.00226269242802652,0.0109744070189887,0.00673547274639803,1630,"tags=41%, list=27%, signal=31%",853129/856160/856094/851692/855985/850901/855436/851098/850610/856776/851160/855651/854329/854124/850388/853720/852443/856596/851823/855338/852994/853687/855643/850434/855190/851515/851694/855601/851921/853137/852748/852483/853875/856456/856007/856384/854321/855772/854359/853349/856552/853565/852419/855886/855039/852811/851948/855299/853867/855536/853075/855918/851778/850900/852417/853383/856474/854760,1736,trip4
GO:0098813,nuclear chromosome segregation,187,0.4618769158305235,1.5555403093784137,0.00260503521007358,0.01234827713751413,0.0075786768233388,1061,"tags=30%, list=17%, signal=25%",853928/853909/853958/853963/850935/851197/850328/853817/855843/853535/855636/856089/856263/852794/852787/856736/854156/851691/850977/853252/853100/854827/853773/855557/850775/854843/850540/854123/851739/852819/853041/856648/851561/852809/854662/855228/854436/853814/851957/850589/855067/854974/852180/854059/856083/853371/854240/853599/854143/855099/855897/854315/850297/856237/854915/852395,1736,trip4
GO:0010033,response to organic substance,268,-0.3821042512398769,-1.4324205954409717,0.00269596182139044,0.01254400515658965,0.00769880365442029,913,"tags=21%, list=15%, signal=18%",856840/852714/853733/856009/855036/851902/855411/851738/855725/851386/853548/850305/853149/853503/853608/850453/852939/853377/854183/850299/851802/855147/851680/853113/855418/855143/855196/855548/853581/854072/856137/852736/854946/851259/854514/855563/856611/856861/850730/853283/854217/853671/855780/850310/851173/851243/852825/850633/854797/850518/851241/852851/850385/855577/852072,1736,trip4
GO:0019953,sexual reproduction,232,-0.3962164744898922,-1.4535747372324983,0.00278187583595159,0.01268703979729438,0.00778659025852479,924,"tags=18%, list=15%, signal=16%",854686/851055/853733/853196/852826/854109/853548/850367/855518/850453/855170/854183/850299/856240/854795/851358/851680/856862/855179/855548/853581/854946/850330/856861/856149/851733/850730/853283/856924/855780/851173/852128/854083/851243/854797/850518/854953/853269/852851/855577/852072/853766,1736,trip4
GO:0044703,multi-organism reproductive process,232,-0.3962164744898922,-1.4535747372324983,0.00278187583595159,0.01268703979729438,0.00778659025852479,924,"tags=18%, list=15%, signal=16%",854686/851055/853733/853196/852826/854109/853548/850367/855518/850453/855170/854183/850299/856240/854795/851358/851680/856862/855179/855548/853581/854946/850330/856861/856149/851733/850730/853283/856924/855780/851173/852128/854083/851243/854797/850518/854953/853269/852851/855577/852072/853766,1736,trip4
GO:0000054,ribosomal subunit export from nucleus,53,0.5879115553545549,1.6637990017595723,0.00330101381511581,0.01443367518858758,0.00885857665884637,1005,"tags=45%, list=17%, signal=38%",853969/853714/853160/852972/854469/850414/855495/855789/850763/850551/855957/850625/852779/850796/854844/853445/851678/855837/856723/852782/856012/854747/853202/856488,1736,trip4
GO:0031497,chromatin assembly,117,0.5031133164978409,1.626150948371691,0.00341912020355007,0.0148079882196917,0.00908830890909562,1278,"tags=45%, list=21%, signal=36%",853922/853889/853957/854931/853327/854675/853976/850638/851590/851688/851170/854156/850977/856518/854480/851220/853880/855976/854869/854901/852294/852228/853369/852578/852410/854937/855920/850792/855535/851813/852516/854063/855217/851214/853748/852050/851699/853315/855626/851115/854680/852582/850297/850419/851905/855701/855515/852352/855656/854404/856129/851330/852547,1736,trip4
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",119,0.48513429504049455,1.5620592415717265,0.00377098353829633,0.01621522921467426,0.00995199414993996,1632,"tags=49%, list=27%, signal=36%",853892/853961/856751/851033/850839/851201/855497/852093/852084/854999/850808/854749/853030/851830/853788/851661/851159/855430/852983/855256/851318/855332/855952/855470/852985/851471/852205/856275/855745/856170/855281/852955/853708/855476/854319/855310/851005/851531/851143/853227/856307/850981/852896/852449/852701/854826/855888/855575/856732/853767/855767/850528/854485/855253/850623/856889/851775/852025,1736,trip4
GO:0006839,mitochondrial transport,106,-0.4806045446672369,-1.5887344282847846,0.003925860307019,0.01676147450230808,0.01028724873283814,1171,"tags=42%, list=19%, signal=35%",856006/855202/855282/853600/856567/856693/854131/850654/853158/856517/856483/852800/854185/855836/853298/854472/851439/850606/853093/852483/853503/852953/854210/854231/852250/855592/854511/854811/852973/852688/852235/853585/855243/851892/855751/851259/856132/855654/855051/853716/853547/856252/852531/853326/855388,1736,trip4
GO:0018205,peptidyl-lysine modification,140,0.4740972825829701,1.5467805250222022,0.0041520721623002,0.01747935273919389,0.01072784195044073,1528,"tags=44%, list=25%, signal=33%",853327/853593/856614/850347/850638/852814/850744/856146/854290/851254/850702/852001/851762/851170/852318/855965/850693/851844/854020/851723/852294/854123/855821/852228/852607/852574/853271/851771/856087/854017/851745/856251/852050/854516/853315/855626/856852/851099/853191/855586/852582/852373/851756/854230/855184/855701/854388/854746/855276/852352/856490/854371/852080/856642/856911/856404/850520/856106/855647/856134/852884,1736,trip4
GO:0045229,external encapsulating structure organization,249,-0.38083609142754615,-1.4141135026497025,0.00431636413627444,0.01779761102765215,0.01092317095769523,434,"tags=10%, list=7%, signal=10%",852141/853045/855255/851007/854946/854514/853470/851625/856861/854857/850992/852359/854010/851131/854797/853765/854953/856272/851646/853326/851649/856357/853766/856893/855562,1736,trip4
GO:0071555,cell wall organization,249,-0.38083609142754615,-1.4141135026497025,0.00431636413627444,0.01779761102765215,0.01092317095769523,434,"tags=10%, list=7%, signal=10%",852141/853045/855255/851007/854946/854514/853470/851625/856861/854857/850992/852359/854010/851131/854797/853765/854953/856272/851646/853326/851649/856357/853766/856893/855562,1736,trip4
GO:0051704,multi-organism process,233,-0.3949209495791968,-1.44957194551758,0.00449242986640788,0.01839756992909894,0.01129139193060627,924,"tags=18%, list=15%, signal=16%",854686/851055/853733/853196/852826/854109/853548/850367/855518/850453/855170/854183/850299/856240/854795/851358/851680/856862/855179/855548/853581/854946/850330/856861/856149/851733/850730/853283/856924/855780/851173/852128/854083/851243/854797/850518/854953/853269/852851/855577/852072/853766,1736,trip4
GO:1901137,carbohydrate derivative biosynthetic process,239,-0.3936720989919595,-1.4551798039335635,0.00456919022555601,0.01858548997151838,0.01140672666550612,1345,"tags=38%, list=22%, signal=31%",854973/852498/852815/855180/854326/852044/856029/853455/852924/851676/851152/852796/851073/852065/855008/852261/853538/851139/854266/851822/856595/854986/853256/854724/852177/854163/853302/856714/855796/850732/853567/852144/851902/850411/856008/853384/856720/850305/853142/855653/854270/852094/852735/851931/853608/855321/856027/853123/856716/855240/851812/854231/856925/851342/853520/855277/854762/856529/853113/851763/852688/856221/854233/855679/854893/851366/2732686/853585/851560/854989/853452/854948/852327/851892/851334/854514/852845/855501/853470/856131/856611/855383/854077/856924/853798/855857/851983/852458/855149/853326,1736,trip4
GO:0007163,establishment or maintenance of cell polarity,116,0.504125087995668,1.6266746459894932,0.00474267968543825,0.01916169913177064,0.01176037138529725,1050,"tags=28%, list=17%, signal=24%",853928/853965/854412/853929/852168/853056/854931/850328/850734/851024/855634/851271/856530/850639/855339/855427/854360/855645/853296/856507/850345/851041/851067/851051/855561/852897/854668/854084/851667/850422/855154/851029/856382,1736,trip4
GO:0072330,monocarboxylic acid biosynthetic process,59,-0.5514814875979224,-1.6738116587712313,0.00560511543121511,0.02149222604835348,0.01319071750825681,1501,"tags=47%, list=25%, signal=36%",854556/851087/855955/850400/850838/853653/853348/852314/854661/853662/852146/852329/856638/852925/852456/853203/856180/856862/853642/853386/855250/854396/855315/851547/855206/852825/853243/855205,1736,trip4
GO:0009890,negative regulation of biosynthetic process,395,0.3824847876537467,1.392354453715677,0.0070382419267932,0.02583549780444824,0.01585637301864195,1467,"tags=37%, list=24%, signal=30%",853966/853889/853945/853957/853938/856366/854249/853197/854931/853327/853523/856908/850449/3289591/854927/854675/853976/850347/855522/850638/851590/850744/851688/852184/853688/851889/850702/853904/850630/854448/850865/850551/850523/851803/851762/854156/855965/850977/854020/855259/856518/854286/850793/854480/851220/853880/854106/855976/852743/852294/854999/852228/853369/852578/852607/851172/856904/852410/853836/852809/854937/852107/855920/851559/853271/852322/852694/855482/855535/856219/855067/851813/855708/851928/854063/851457/855217/851214/853748/852050/856023/851699/853315/852839/854835/854213/854143/850995/856178/855626/851655/851115/854680/854747/852955/852582/850297/851905/852091/856382/854307/855132/856055/850822/855701/855316/854388/851753/855515/851840/856118/856351/852352/855656/851592/854404/853865/855092/853846/851135/851330/856704/852399/852547/851908/851671/856909/854036/852848/851365/854453/855648/852080/850445/855505/853334/851485/850920/854247/854161/855060/854656/856911/851488/856106/856309,1736,trip4
GO:0043086,negative regulation of catalytic activity,88,-0.46889462000935506,-1.5184301076168494,0.00795536371749375,0.02867741890976789,0.01760058408345607,423,"tags=31%, list=7%, signal=29%",852977/852990/854133/856008/853859/851921/851347/855212/852939/850396/852821/854945/856807/854778/852515/853641/853283/856924/855717/851426/856093/851243/856103/850875/850572/854344/850385,1736,trip4
GO:0015672,monovalent inorganic cation transport,116,-0.4562418295742549,-1.5201919848776273,0.00852093727338554,0.02981286467076357,0.01829745672222069,1074,"tags=35%, list=18%, signal=30%",851609/854622/852537/853352/852177/851608/852149/856421/853782/851429/852601/852424/856027/851328/854231/856260/856686/851342/855675/855752/852688/850727/854893/2732686/853585/851560/852327/851892/852684/854685/856131/855842/854077/854305/854695/855857/851983/852876/856448/854027/853326,1736,trip4
GO:0031503,protein-containing complex localization,161,0.4489051443242455,1.4886755792053592,0.00861700739653299,0.02981286467076357,0.01829745672222069,1102,"tags=32%, list=18%, signal=27%",853970/853969/853957/853714/853160/852972/854469/850414/855495/855789/850347/854657/852814/850346/850763/850551/854370/855957/850625/852779/850796/854844/856228/853445/854940/851678/855837/853359/856723/852322/852273/855138/851957/851813/852782/856251/852549/856012/853796/853301/855728/852229/854747/853202/856488/852462/851250/855132/856575/856162/855316,1736,trip4
GO:0048285,organelle fission,275,0.3978543584679506,1.4023141836423203,0.00894829746230063,0.03073009953772759,0.01886040380790765,1088,"tags=29%, list=18%, signal=25%",853908/853928/853900/853963/850935/851197/853682/850328/853817/855843/853535/855636/856089/856263/852794/856530/852787/854370/856736/854156/851691/850977/853252/853100/854827/854286/853773/855557/851647/853880/850775/854843/854901/850826/850540/851209/851739/853369/853041/856648/851561/851623/852809/854662/855228/853271/854436/851957/853332/856563/850589/855067/854974/852180/852782/855991/851928/856083/852713/852050/853371/855939/854976/854240/853599/854018/855099/853478/855897/854315/850297/851250/851648/856237/854915/856382/852395/855184/856227/851727,1736,trip4
GO:0071554,cell wall organization or biogenesis,296,-0.35350716205912963,-1.339903770931872,0.00901005000381548,0.03073009953772759,0.01886040380790765,476,"tags=10%, list=8%, signal=10%",855179/852530/852141/853045/855255/2732686/851007/854946/854514/853470/851625/856861/854857/850992/852359/856924/854010/851131/854797/853765/854953/854687/856272/851646/853326/851649/856357/853766/856893/855562,1736,trip4
GO:0071166,ribonucleoprotein complex localization,127,0.4709856107037952,1.5263577680070344,0.00903526182421558,0.03073009953772759,0.01886040380790765,1005,"tags=30%, list=17%, signal=26%",853970/853969/853957/853714/853160/852972/854469/850414/855495/855789/854657/852814/850346/850763/850551/855957/850625/852779/850796/854844/856228/853445/854940/851678/855837/856723/852322/852782/856251/852549/856012/853796/853301/855728/852229/854747/853202/856488,1736,trip4
GO:0071214,cellular response to abiotic stimulus,80,-0.4814635563485093,-1.5308873470348692,0.00943944646793048,0.03141518883443625,0.01928087302130989,917,"tags=26%, list=15%, signal=23%",851205/850532/856147/855725/851613/855328/855170/855025/856862/856137/850950/851259/851564/853758/850633/852423/856504/851751/852891/851539/850385,1736,trip4
GO:0104004,cellular response to environmental stimulus,80,-0.4814635563485093,-1.5308873470348692,0.00943944646793048,0.03141518883443625,0.01928087302130989,917,"tags=26%, list=15%, signal=23%",851205/850532/856147/855725/851613/855328/855170/855025/856862/856137/850950/851259/851564/853758/850633/852423/856504/851751/852891/851539/850385,1736,trip4
GO:0070585,protein localization to mitochondrion,72,-0.49887176346280065,-1.5738201297091856,0.00960198462713666,0.03141518883443625,0.01928087302130989,1171,"tags=39%, list=19%, signal=32%",856006/853600/856693/854131/850654/856517/856483/854185/855836/853298/854472/853093/852483/853503/852953/854210/855592/852973/852235/855243/855751/851259/855654/855051/853716/856252/852531/855388,1736,trip4
GO:0072655,establishment of protein localization to mitochondrion,72,-0.49887176346280065,-1.5738201297091856,0.00960198462713666,0.03141518883443625,0.01928087302130989,1171,"tags=39%, list=19%, signal=32%",856006/853600/856693/854131/850654/856517/856483/854185/855836/853298/854472/853093/852483/853503/852953/854210/855592/852973/852235/855243/855751/851259/855654/855051/853716/856252/852531/855388,1736,trip4
GO:0006626,protein targeting to mitochondrion,64,-0.5117167199301016,-1.574800256589528,0.01069392032781334,0.0338828423018086,0.02079537969563703,1171,"tags=41%, list=19%, signal=33%",856006/853600/856693/854131/850654/856517/856483/854185/855836/853298/854472/853093/853503/854210/855592/852973/852235/855243/855751/851259/855654/855051/853716/856252/852531/855388,1736,trip4
GO:0071310,cellular response to organic substance,193,-0.39461279442273506,-1.4240439782856371,0.01079231812019267,0.03401557857778006,0.02087684574366288,913,"tags=21%, list=15%, signal=19%",856840/852714/853733/851902/855411/855725/853548/853149/853503/853608/850453/852939/854183/850299/851802/855147/851680/853113/855143/855196/855548/853581/856137/854946/851259/854514/855563/856861/850730/853283/854217/855780/851173/851243/854797/850518/851241/852851/850385/855577/852072,1736,trip4
GO:0016570,histone modification,145,0.4256315189164717,1.3894835961204892,0.01451423556794981,0.04368784905952893,0.02681314044394939,1185,"tags=35%, list=20%, signal=29%",853900/856052/853327/856614/850347/850638/852814/850744/856146/854290/851889/850702/852001/851762/851170/855965/854020/851220/851723/851076/852294/855821/852228/855307/852607/852410/853271/854694/851771/854017/852746/851745/855535/856251/852050/854516/853315/855626/852274/853191/855586/851548/852582/852373/856382/851756/854230/855701/854388/855276/852352,1736,trip4
GO:0070085,glycosylation,88,-0.44659220837565383,-1.4462077961379918,0.01490528868468108,0.04464171038894534,0.02739856678880891,1334,"tags=45%, list=22%, signal=36%",850499/853253/852460/856313/855502/852498/852815/855180/853455/852924/852261/853538/854266/853256/854724/854163/853302/855796/851902/856720/850305/853142/854270/852094/852735/853608/856716/855240/854762/853113/854233/855679/851366/854989/851334/854514/852845/853470/856611/852458,1736,trip4
GO:0000746,conjugation,119,-0.4128867401096772,-1.3825110566363288,0.01542959532183067,0.04570804722561925,0.02805302426331938,710,"tags=22%, list=12%, signal=20%",853733/853196/853548/850367/850453/854183/850299/856240/851358/851680/856862/855548/853581/854946/850330/856861/850730/853283/855780/851173/854797/850518/853269/852851/855577/852072,1736,trip4
GO:0044764,multi-organism cellular process,119,-0.4128867401096772,-1.3825110566363288,0.01542959532183067,0.04570804722561925,0.02805302426331938,710,"tags=22%, list=12%, signal=20%",853733/853196/853548/850367/850453/854183/850299/856240/851358/851680/856862/855548/853581/854946/850330/856861/850730/853283/855780/851173/854797/850518/853269/852851/855577/852072,1736,trip4
GO:0006403,RNA localization,190,0.4159486114609649,1.4020203393921469,0.01548910570436266,0.04570804722561925,0.02805302426331938,1005,"tags=27%, list=17%, signal=23%",853970/853969/853957/853714/853537/853160/856436/852972/854469/850414/855495/855789/854657/852814/850346/856481/850763/850551/855957/850625/852779/850796/854844/856228/856431/853445/854999/855645/854940/851678/855837/856723/852704/852322/851565/852782/856466/856251/852549/856012/853796/853301/855728/854668/855514/852229/854747/852955/853202/853016/856488,1736,trip4
GO:0034220,ion transmembrane transport,276,-0.3466042095493725,-1.3008173315319265,0.01576675120182944,0.04630041084634791,0.02841658368083252,968,"tags=29%, list=16%, signal=26%",852177/856855/851608/856714/852800/852121/855113/853570/854466/851738/852189/852149/851439/856421/852878/853782/850606/852382/851429/852601/850494/852424/856027/855880/850462/851328/853540/854231/852250/856260/850671/850917/856686/850821/851342/855675/854511/854811/856279/855752/852688/850727/850333/854530/854447/854893/2732686/853585/854672/851560/853246/852327/851892/852429/852684/856349/854685/855792/856131/855842/856132/854077/853175/854305/855669/852485/854695/851616/855857/851983/852876/855660/856448/854027/851321/855863/850385/853326/856779/851597/852343,1736,trip4
GO:0010256,endomembrane system organization,97,-0.4351455927746159,-1.4173136502262995,0.01624884284551313,0.04725508885506718,0.02900251125743763,1332,"tags=47%, list=22%, signal=38%",851226/854038/853563/850612/854718/851996/853345/852222/856510/851332/853884/852427/855883/852406/851264/851124/854335/854903/855271/856713/852186/854253/855338/856393/852649/851819/851959/850532/856901/853804/850367/852382/852864/856856/854771/850637/856021/850753/852882/854402/852910/853028/856140/855293/856272/851323,1736,trip4
GO:0044283,small molecule biosynthetic process,362,-0.33157688200074076,-1.2785465255713908,0.01633701411238981,0.0472830889214359,0.02901969612069243,1096,"tags=27%, list=18%, signal=23%",853662/853604/855691/855248/855029/856683/854292/856368/850370/852858/852146/851822/854986/854096/856778/854377/851383/852329/856638/856147/852442/852925/851493/851386/850514/850733/854356/854275/852456/850778/855321/853203/856180/856079/850327/853473/854025/856791/851171/854930/854090/854795/850997/853170/856411/854762/851092/850485/851785/856862/854690/853705/854710/853395/851221/853642/856609/855587/850898/854948/855137/855619/851334/855855/852875/853465/855383/853613/851736/852288/853386/854758/851238/855250/854303/856428/854396/855315/851547/853994/853798/854452/852342/853482/855732/852818/850295/853059/855206/852825/853243/850933/853707/854760/851987/855205,1736,trip4
GO:0000460,maturation of 5.8S rRNA,94,0.6996615477051108,2.393378357507632,1e-10,2.8666666666666667e-9,1.7092731829573935e-9,1001,"tags=63%, list=17%, signal=53%",854469/851407/853762/853376/856228/855408/853956/851530/850304/856574/854881/856815/851208/856255/851403/856264/852995/853937/854245/853458/855068/854446/854317/855730/853445/852060/850422/852439/852704/850414/855790/852549/850919/856481/853847/856449/854152/854487/854162/852282/856864/850551/850740/852802/855269/850820/853166/851874/853397/856488/854165/853855/856863/850401/855489/850298/852646/854078/856466,1740,quad
